tool	ULTIMATE Automizer 0.1.23-e6fd87c5	ULTIMATE Automizer 0.1.23-e6fd87c5	ULTIMATE Automizer 0.1.23-e6fd87c5	ULTIMATE Automizer 0.1.23-e6fd87c5	ULTIMATE Automizer 0.1.23-e6fd87c5	ULTIMATE Automizer 0.1.23-e6fd87c5	ULTIMATE Automizer 0.1.23-e6fd87c5	ULTIMATE Automizer 0.1.23-e6fd87c5	ULTIMATE Automizer 0.1.23-e6fd87c5	ULTIMATE Automizer 0.1.23-e6fd87c5	ULTIMATE Automizer 0.1.23-e6fd87c5	ULTIMATE Automizer 0.1.23-e6fd87c5
run set	Automizer NestedInterpolants	Automizer NestedInterpolants	Automizer NestedInterpolants	Automizer NestedInterpolants	Automizer PDR z3	Automizer PDR z3	Automizer PDR z3	Automizer PDR z3	Automizer PDR smtinterpol	Automizer PDR smtinterpol	Automizer PDR smtinterpol	Automizer PDR smtinterpol
../../../trunk/examples/programs/	status	cputime (s)	walltime (s)	memUsage	status	cputime (s)	walltime (s)	memUsage	status	cputime (s)	walltime (s)	memUsage
20170304-DifficultPathPrograms/fragtest_simple.i_4.bpl	TIMEOUT (ERROR: EXCEPTION)	301.678839041	253.41747614298947	2916528128	TIMEOUT (ERROR (143))	300.782212386	273.55441661400255	1273925632	TIMEOUT (ERROR (143))	300.342189417	271.5558195640333	1943027712
20170304-DifficultPathPrograms/gauss_sum.i_3.bpl	unknown	5.146303391	2.739098719030153	177713152	TIMEOUT (ERROR (143))	302.724554668	289.2508511750493	1771155456	unknown	5.329719684	2.845843548013363	175329280
20170304-DifficultPathPrograms/gcd_2.i_4.bpl	unknown	5.611670093	2.97525656898506	178806784	ERROR: EXCEPTION	263.026042769	257.9878959120251	3003318272	unknown	5.430106397	2.9195109389838763	177442816
20170304-DifficultPathPrograms/gj2007.c.i_4.bpl	TRUE	136.789539685	88.4381373259821	2806571008	ERROR: EXCEPTION	26.039310322	20.820044051972218	668143616	ERROR: EXCEPTION	6.222142551	3.3429717289982364	207421440
20170304-DifficultPathPrograms/gr2006.c.i_4.bpl	TRUE	182.228216006	130.55066143599106	2842316800	TIMEOUT (ERROR (143))	306.361344917	296.35352703696117	1190227968	ERROR: EXCEPTION	5.894650877	3.1431325540179387	191561728
20170304-DifficultPathPrograms/half_2.i_3.bpl	TRUE	6.747810081	3.5756127649801783	212574208	TIMEOUT (ERROR (143))	301.183082045	286.7518316869973	2147139584	TIMEOUT (ERROR (143))	305.311694904	274.1907376020099	2805518336
20170304-DifficultPathPrograms/hhk2008.c.i_3.bpl	TRUE	7.343467556	3.8753105069627054	210493440	TIMEOUT (ERROR (143))	303.397750675	289.1648303020047	2129563648	TIMEOUT (ERROR (143))	301.038218337	270.4757938510156	2813640704
20170304-DifficultPathPrograms/insertion_sort.i_3.bpl	TRUE	6.317894364	3.3509929780266248	208777216	ERROR: EXCEPTION	37.3147491	30.695782985014375	788324352	TIMEOUT (ERROR (143))	300.825461726	257.1645322429831	1854611456
20170304-DifficultPathPrograms/interleave_bits.i_3.bpl	UNKNOWN: OverapproxCex	10.920296459	5.6886810309952125	412266496	TIMEOUT (ERROR (143))	301.484349319	287.91060361400014	1014820864	ERROR: EXCEPTION	5.463876256	2.8601183529826812	189931520
20170304-DifficultPathPrograms/jain_1.i_2.bpl	TRUE	6.386415611	3.4113716240390204	206888960	ERROR: EXCEPTION	17.868793472	15.516998560982756	233230336	ERROR: EXCEPTION	6.818965701	3.6095499949879013	208863232
20170304-DifficultPathPrograms/jain_2.i_2.bpl	TRUE	6.190684074	3.33899602497695	205832192	ERROR: EXCEPTION	32.259527424	29.517611624964047	222949376	ERROR: EXCEPTION	6.652820836	3.5403555399971083	211955712
20170304-DifficultPathPrograms/jain_4.i_2.bpl	TRUE	6.352855034	3.4322461519623175	208785408	ERROR: EXCEPTION	18.860180693	16.22668513399549	208515072	ERROR: EXCEPTION	6.808490804	3.6221061869873665	210620416
20170304-DifficultPathPrograms/jain_5.i_2.bpl	TIMEOUT (ERROR (143))	300.943296377	248.9669047719799	2838921216	ERROR: EXCEPTION	20.277947253	17.00789770297706	227651584	TIMEOUT (ERROR (143))	300.444200225	260.7230935069965	1912860672
20170304-DifficultPathPrograms/jain_6.i_2.bpl	TRUE	6.647481671	3.540145735954866	212578304	ERROR: EXCEPTION	18.218927964	15.850768106000032	212336640	ERROR: EXCEPTION	6.56440287	3.469444537011441	209797120
20170304-DifficultPathPrograms/jain_7.i_2.bpl	TRUE	6.623476833	3.539834603026975	206614528	ERROR: EXCEPTION	18.542399155	16.19119220797438	213016576	ERROR: EXCEPTION	6.63911918	3.496296933037229	216125440
